,Unnamed: 0,id_number,fiscal_year,department_name,vendor_name,transaction_date,dollar_amount,authority,btrc,government_activity,fund_group_name,fund_type,fund_name,fund,account_name,account_code,transaction_id,expenditure_type,fiscal_month_number,fiscal_year_month,fiscal_year_quarter,calendar_month_number,calendar_month_year,calendar_month,data_source,authority_name,department_number,vendor_id,zip,payment_method,payment_status,inv_num,inv_date,inv_line,inv_dist_line,po_num,description,detailed_item_description,procurement_organization,supplier_city,supplier_country,site_location,currency,value_of_spend,vendor_num,program,invoice_due_date,invoice_discount_due_date,discount,po_date,po_line_number,buyer_name,bu_name,sales_tax_percent,sales_tax,item_code,item_code_name,unit_price,quantity,receiver_id,settlement_judgment,authority_link
5236,629898.0,6154023,2020,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,THE ADR COACH INC,2019-09-24T00:00:00.000,96.0,,2749471.0,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,RENT STABILIZATION TRUST,440,HEARING OFFICER CONTRACT,43S229,AD26200000022540,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,43.0,VC0000021916,90016,CHECK,PAID,PRC4320440430037,2019-09-18T00:00:00.000,1,1,SC43CO20131881M,ENCUMBER FY 20,KC; HEARING SVC ON 8/7- 8/28/19,,,,,USD,,VC0000021916-THE ADR COACH INC,COMPLIANCE,,,0.0,2019-09-09T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5237,629899.0,6154022,2020,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,THE ADR COACH INC,2019-09-24T00:00:00.000,4704.0,,2749471.0,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SYSTEMATIC CODE ENFORCEMNT FEE,41M,HEARING OFFICER CONTRACT,43S229,AD26200000022409,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,43.0,VC0000021916,90016,CHECK,PAID,PRC432041M430040,2019-09-18T00:00:00.000,1,1,SC43CO20131881M,ENCUMBER FY 20,KC; HEARING SVC ON 8/7- 8/28/19,,,,,USD,,VC0000021916-THE ADR COACH INC,COMPLIANCE,,,0.0,2019-09-09T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5238,629910.0,6154011,2020,PUBLIC WORKS - STREET SERVICES,MARIPOSA LANDSCAPES INC,2019-09-11T00:00:00.000,61911.87,,705705.0,PUBLIC WORKS,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONTRACTUAL SERVICES,003040,AD26200000018888,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,86.0,100035554,91702,CHECK,PAID,PRC8620100860157,2019-08-12T00:00:00.000,1,1,SC86CO20129534M,"VERSION 1: ENCUMBER $911,977.56 FOR FY2019-2020",LANDSCAPE MAINTENANCE OF MEDIAN ISLANDS AT SPECIFIC LOCATIONS AT BAY/HARBOR AREA FOR FY2019-2020,,,,,USD,,100035554-MARIPOSA LANDSCAPES INC,STREET TREE AND PARKWAY MAINTENANCE,,,0.0,2019-08-21T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5239,630253.0,6153705,2020,RECREATION AND PARKS,INTERNATIONAL ENVIRONMENTAL CORPORATION,2019-09-09T00:00:00.000,24990.0,,15333.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,EFT26200000002469,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,88.0,100004656,91310-4010,EFT,PAID,PRC8820302886398,2019-08-12T00:00:00.000,1,1,SC88CO20003716M,INTERNATIONAL ENVIRONMENTAL CORP.,FGR-028-20. MT. HOLLYWOOD DR. FROM GRIFFITH PARK DR. TO VISTA DEL VALLE (TREE QUALIFIED),,,,,USD,,100004656-INTERNATIONAL ENVIRONMENTAL CORPORATION,LAND MAINTENANCE,,,0.0,2019-07-31T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5240,630278.0,6153680,2020,CITY ADMINISTRATIVE OFFICER,"JOHN FRIEDMAN ALICE KIMM ARCHITECTS, INC.",2019-09-24T00:00:00.000,12083.39,,477479.0,FINANCIAL SERVICES,GOVERNMENTAL,CAPITAL PROJECTS,PROPOSITION K PROJECTS FUND,43K,GAP: VAN NESS REC CTR - PH II (S75),10MGGF,EFT26200000003208,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,10.0,100023333,90013,EFT,PAID,PRC102043K101035,2019-09-17T00:00:00.000,1,1,SC10MSACO17124801MC,"CO124801, VAN NESS POOL & BATHHOUSE REPL, NTP-2 DTD 6/9/17","CO124801, INV#16-007-08, VAN NESS POOL & BH REPLACEMENT",,,,,USD,,"100023333-JOHN FRIEDMAN ALICE KIMM ARCHITECTS, INC.",PROPOSITION K PROJECTS FUND,,,0.0,2017-07-01T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5241,630279.0,6153679,2020,CITY ADMINISTRATIVE OFFICER,"JOHN FRIEDMAN ALICE KIMM ARCHITECTS, INC.",2019-09-24T00:00:00.000,10887.0,,477479.0,FINANCIAL SERVICES,GOVERNMENTAL,CAPITAL PROJECTS,PROPOSITION K PROJECTS FUND,43K,GAP: VAN NESS REC CTR - PH II (S75),10MGGF,EFT26200000003208,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,10.0,100023333,90013,EFT,PAID,PRC102043K101035,2019-09-17T00:00:00.000,1,2,SC10MSACO17124801MC,"CO124801, VAN NESS POOL & BATHHOUSE REPL, NTP-2 DTD 6/9/17","CO124801, INV#16-007-09, VAN NESS POOL & BH REPLACEMENT",,,,,USD,,"100023333-JOHN FRIEDMAN ALICE KIMM ARCHITECTS, INC.",PROPOSITION K PROJECTS FUND,,,0.0,2017-07-01T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5242,630280.0,6153678,2020,GENERAL SERVICES,A TO Z GLASS & MIRROR INC,2019-09-27T00:00:00.000,28026.37,,630360.0,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONSTRUCTION MATERIALS,003180,AD26200000023596,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,40.0,100001985,90022,CHECK,PAID,PRC4020100408050,2019-09-12T00:00:00.000,1,1,SC40CO18129173M,LINE 2 NTP#1942 WO#D4080800,"NTP#1942, CHE ITA SERVER ROOM/UPGR, WO#D4080800",,,,,USD,,100001985-A TO Z GLASS & MIRROR INC,CONSTRUCTION FORCES,,,718.63,2018-05-04T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5243,630307.0,6153651,2020,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,SATWIC INC,2019-09-30T00:00:00.000,8026.48,,2921445.0,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SYSTEMATIC CODE ENFORCEMNT FEE,41M,CONTRACT PROGRAMMING - SYSTEMS UPGRADES,43S900,AD26200000023922,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,43.0,VC0000029783,91105,CHECK,PAID,PRC432041M430043,2019-09-24T00:00:00.000,1,3,SC43CO20130642M,ENCUMBER FY 20,KC; T. CHASTAIN W/E 8/3-8/31/19 DOC. MGMT,,,,,USD,,VC0000029783-Satwic Inc,TECHNOLOGY SUPPORT,,,0.0,2019-08-13T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5244,630308.0,6153650,2020,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,SATWIC INC,2019-09-30T00:00:00.000,7268.0,,2921445.0,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SYSTEMATIC CODE ENFORCEMNT FEE,41M,CONTRACT PROGRAMMING - SYSTEMS UPGRADES,43S900,AD26200000023922,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,43.0,VC0000029783,91105,CHECK,PAID,PRC432041M430043,2019-09-24T00:00:00.000,2,4,SC43CO20130642M,ENCUMBER FY 20,KC; BRIAN FAN W/E 8/3-8/31/19 WEB-BASED,,,,,USD,,VC0000029783-Satwic Inc,TECHNOLOGY SUPPORT,,,0.0,2019-08-13T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5245,630309.0,6153649,2020,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,SATWIC INC,2019-09-30T00:00:00.000,6522.6,,2921445.0,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SYSTEMATIC CODE ENFORCEMNT FEE,41M,CONTRACT PROGRAMMING - SYSTEMS UPGRADES,43S900,AD26200000023922,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,43.0,VC0000029783,91105,CHECK,PAID,PRC432041M430043,2019-09-24T00:00:00.000,3,5,SC43CO20130642M,ENCUMBER FY 20,KC; CHIEKO JURKUS W/E 8/3-8/31/19 HR ADMIN,,,,,USD,,VC0000029783-Satwic Inc,TECHNOLOGY SUPPORT,,,0.0,2019-08-13T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5246,630310.0,6153648,2020,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,SATWIC INC,2019-09-30T00:00:00.000,8096.0,,2921445.0,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONTRACTUAL SERVICES,003040,AD26200000023922,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,43.0,VC0000029783,91105,CHECK,PAID,PRC4320100430092,2019-09-24T00:00:00.000,1,1,SC43CO20130642M,ENCUMBER FY 20,KC; JULIA HOANG W/E 8/3-8/31/19  BUSINESS ANALYST,,,,,USD,,VC0000029783-Satwic Inc,TECHNOLOGY SUPPORT,,,0.0,2019-08-13T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5247,630311.0,6153647,2020,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,SATWIC INC,2019-09-30T00:00:00.000,13200.0,,2921445.0,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONTRACTUAL SERVICES,003040,AD26200000023922,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,43.0,VC0000029783,91105,CHECK,PAID,PRC4320100430092,2019-09-24T00:00:00.000,1,2,SC43CO20130642M,ENCUMBER FY 20,KC; JOSE SANDOVAL W/E 8/3-8/31/19  WEB-BASED,,,,,USD,,VC0000029783-Satwic Inc,TECHNOLOGY SUPPORT,,,0.0,2019-08-13T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5248,630337.0,6153346,2020,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,THE ADR COACH INC,2019-09-16T00:00:00.000,5600.0,,2749471.0,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SYSTEMATIC CODE ENFORCEMNT FEE,41M,HEARING OFFICER CONTRACT,43R229,AD26200000019601,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,43.0,VC0000021916,90016,CHECK,PAID,PRC432041M430031,2019-08-27T00:00:00.000,1,1,SC43CO19131881M,ENCUMBER FY 19,AR; HEARING SVC FR 6/5 - 6/26/19,,,,,USD,,VC0000021916-THE ADR COACH INC,COMPLIANCE,,,0.0,2018-09-26T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5249,630338.0,6153345,2020,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,THE ADR COACH INC,2019-09-06T00:00:00.000,4800.0,,2749471.0,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SYSTEMATIC CODE ENFORCEMNT FEE,41M,HEARING OFFICER CONTRACT,43R229,AD26200000017601,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,43.0,VC0000021916,90016,CHECK,PAID,PRC432041M430032,2019-08-28T00:00:00.000,1,1,SC43CO19131881M,ENCUMBER FY 19,AR; HEARING SVC FR 7/10- 7/31/19,,,,,USD,,VC0000021916-THE ADR COACH INC,COMPLIANCE,,,0.0,2018-09-26T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5250,630461.0,6153250,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,3698.2,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,23,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5251,630462.0,6153249,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,94.6,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,5,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5252,630463.0,6153248,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,1334.67,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,7,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5253,630464.0,6153247,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,94.6,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,28,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5254,630465.0,6153246,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,1601.6,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,14,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5255,630466.0,6153245,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,2327.6,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,3,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5256,630467.0,6153244,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,2485.16,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,2,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5257,630468.0,6153243,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,3870.51,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,8,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5258,630469.0,6153242,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,133.47,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,16,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5259,630470.0,6153241,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,94.6,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,4,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5260,630471.0,6153240,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,5866.3,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,13,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5261,630472.0,6153239,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,800.79,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,9,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5262,630473.0,6153238,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,7247.13,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,20,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5263,630474.0,6153237,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,1601.6,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,10,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5264,630475.0,6153236,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,197.5,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,24,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
5265,630476.0,6153235,2020,NON_DEPARTMENTAL,D R CONSULTANTS & DESIGNERS INC,2019-09-04T00:00:00.000,352.0,,641677.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,WW PLANNING & DESIGN SERVICES,50PGE4,EFT26200000002366,SUPPLIES & OTHER SERVICES,3,2020-03 (SEP),2020-01,9,"SEPTEMBER,2019",SEPTEMBER,FMS,,50.0,100018865,90017,EFT,PAID,PRC50207615S0764,2019-07-11T00:00:00.000,1,11,SC50CO19129655M,REVISE ATP #3 DATE FROM 2/1/19 TO 1/1/19,"INV#17002.23, 6/1/19-6/30/19, TOS#3, C-129655",,,,,USD,,100018865-D R CONSULTANTS & DESIGNERS INC,SEWER CAPITAL FUND,,,0.0,2019-04-19T00:00:00.000,2.0,,CITY,0.0,0.0,,,0.0,0.0,,,
